time(s)	erg/cm2/s	err
194.8752071	3.80E-12	3.35E-13
197.3022	2.33E-12	3.01E-13
198.8190706	2.50E-12	5.50E-13
200.890547	2.68E-12	3.46E-13
206.6736161	2.66E-12	4.27E-13
210.9635157	2.68E-12	3.89E-13
213.2388215	2.36E-12	3.04E-13
224.4636638	2.76E-12	5.05E-13
225.2578	3.75E-12	6.16E-13
226.0279366	3.02E-12	3.90E-13
235.7690898	2.56E-12	4.31E-13
238.3762111	2.23E-12	2.88E-13
240.1869754	2.09E-12	3.19E-13
250.667603	1.87E-12	3.15E-13
254.9338015	1.92E-12	2.94E-13
258.1855928	2.47E-12	3.18E-13
263.5088605	2.00E-12	3.36E-13
264.8645636	2.36E-12	4.32E-13
268.1353157	1.73E-12	4.98E-13
274.6687	2.25E-12	4.06E-13
275.8002524	1.87E-12	3.15E-13
280.3461239	1.81E-12	2.18E-13
282.6072091	1.62E-12	2.08E-13
287.375871	1.67E-12	6.34E-13
288.1485269	2.27E-12	4.67E-13
295.050288	2.09E-12	4.61E-13
303.540023	2.05E-12	1.80E-13
313.2764361	1.49E-12	3.06E-13
314.3335052	1.98E-12	3.18E-13
323.591156	1.33E-12	5.14E-13
333.8129	2.03E-12	3.49E-13
334.5695068	1.96E-12	3.45E-13
345.8938937	1.46E-12	2.89E-13
346.567005	1.66E-12	2.14E-13
352.6771493	1.65E-12	4.97E-13
374.7144346	2.12E-12	5.86E-13
376.1175399	1.26E-12	2.87E-13
382.3935919	2.04E-12	3.36E-13
383.4079991	1.82E-12	4.77E-13
384.5314314	1.45E-12	2.65E-13
389.788336	1.28E-12	2.16E-13
396.8323037	1.59E-12	1.40E-13
403.2603	1.48E-12	2.45E-13
407.0569595	1.82E-12	6.31E-13
412.4939924	1.71E-12	4.82E-13
414.205212	1.02E-12	2.39E-13
432.9433039	1.21E-12	2.04E-13
433.9434904	1.32E-12	4.49E-13
436.6596368	9.92E-13	1.44E-13
451.6292533	1.19E-12	2.19E-13
475.6574313	1.09E-12	1.83E-13
492.4641	9.22E-13	1.34E-13
493.2626104	1.06E-12	2.02E-13
493.4996214	7.25E-13	1.75E-13
493.8409173	7.87E-13	3.47E-13
493.9167608	1.36E-12	9.16E-14
497.6947166	1.17E-12	1.03E-13
514.057958	1.38E-12	1.22E-13
518.8598014	1.15E-12	1.93E-13
526.5199978	8.74E-13	2.81E-13
526.9987601	1.24E-12	3.49E-13
573.4766226	1.04E-12	2.58E-13
582.6015472	8.56E-13	1.10E-13
587.972217	8.94E-13	1.50E-13
599.0802	5.73E-13	1.50E-13
606.4401163	6.55E-13	1.54E-13
627.5720195	7.46E-13	2.75E-13
629.4396664	7.29E-13	1.76E-13
637.5454436	6.28E-13	1.92E-13
652.6383058	8.88E-13	3.22E-13
665.9915071	9.81E-13	1.28E-13
682.38793	8.48E-13	8.87E-14
690.7828606	5.86E-13	9.87E-14
692.3850551	6.82E-13	2.36E-13
693.371021	5.87E-13	5.65E-14
697.3148845	8.71E-13	7.67E-14
727.7954	3.02E-13	9.23E-14
732.7480331	7.38E-13	3.21E-13
813.1943161	7.42E-13	2.74E-13
813.1943161	9.18E-13	2.74E-13
826.4195315	8.07E-13	2.38E-13
826.9362155	7.03E-13	2.59E-13
840.6781149	6.60E-13	2.44E-13
850.0702	4.39E-13	1.01E-13
851.2725078	7.26E-13	1.71E-13
858.2169309	7.83E-13	1.20E-13
858.7193943	5.55E-13	1.68E-13
862.1039118	4.84E-13	6.24E-14
940.3886542	5.97E-13	5.26E-14
976.5802381	5.64E-13	1.74E-13
1014.217589	5.45E-13	1.12E-13
1021.555451	5.35E-13	1.14E-13
1023.90186	6.05E-13	1.90E-13
1024.925748	5.40E-13	2.09E-13
1032.443737	4.70E-13	6.07E-14
1055.855687	4.03E-13	1.37E-13
1189.368739	5.88E-13	2.00E-13
1189.885423	5.45E-13	6.15E-14
1206.888594	5.16E-13	6.66E-14
1293.127426	3.57E-13	4.60E-14
1381.210205	5.16E-13	6.66E-14
1482.470796	3.61E-13	2.18E-13
1555.460712	3.31E-13	4.28E-14
1639.4432	3.82E-13	1.05E-13
1721.567521	4.13E-13	5.33E-14
1730.14258	2.76E-13	5.67E-14
1904.2414	3.22E-13	6.63E-14
2078.363922	3.63E-13	7.48E-14
2248.514138	2.56E-13	4.31E-14
2415.350941	2.05E-13	3.45E-14
2857.935853	2.56E-13	4.31E-14
2939.946409	2.86E-13	4.81E-14
3460.868207	2.00E-13	4.82E-14
3898.945169	1.35E-13	1.96E-14
4006.21636	1.68E-13	4.05E-14
4057.093148	2.40E-13	5.79E-14
4129.381511	1.14E-13	2.60E-14
7002.2003	4.69E-14	1.26E-14
8387.090273	1.05E-13	1.76E-14
8988.316146	1.05E-13	3.87E-14
9722.248	6.97E-14	1.23E-14
12896.019	4.10E-14	1.27E-14
15263.25421	5.60E-14	8.26E-15
15263.25421	5.28E-14	1.17E-14
15263.25421	5.24E-14	3.92E-15
15263.25421	4.87E-14	6.42E-15
15499.8175	3.34E-14	2.37E-14
15618.28724	5.49E-14	5.72E-15
15618.28724	5.19E-14	2.94E-15
15618.28724	5.06E-14	7.84E-15
15618.28724	4.46E-14	2.91E-15
16425.85492	5.01E-14	3.64E-15
16425.85492	4.73E-14	1.94E-15
16425.85492	4.71E-14	1.39E-15
16425.85492	4.68E-14	2.80E-15
17507.16085	4.49E-14	2.70E-15
17507.16085	4.42E-14	1.88E-15
17507.16085	4.15E-14	1.62E-15
17507.16085	4.10E-14	4.25E-15
17775.82707	4.57E-14	4.02E-15
18586.70816	4.15E-14	1.24E-15
18586.70816	4.08E-14	1.82E-15
18586.70816	3.93E-14	2.04E-15
18586.70816	3.88E-14	3.33E-15
19669.61628	4.14E-14	3.11E-15
19669.61628	4.04E-14	1.81E-15
19669.61628	3.95E-14	1.18E-15
19669.61628	3.81E-14	2.34E-15
20262.1055	1.64E-14	1.26E-14
20748.58529	3.99E-14	1.56E-15
20748.58529	3.92E-14	1.79E-15
20748.58529	3.85E-14	2.73E-15
20748.58529	3.72E-14	3.21E-15
21519.64378	3.93E-14	4.23E-15
21519.64378	3.76E-14	4.15E-15
21519.64378	3.76E-14	6.73E-15
21519.64378	3.72E-14	2.84E-15
23603.9946	3.53E-14	3.40E-15
24196.52217	3.95E-14	9.55E-15
27413.9529	2.59E-14	1.09E-14
35265.6537	1.49E-14	6.29E-15
38183.47673	2.19E-14	3.68E-15
65945.77767	1.23E-14	1.16E-15
65945.77767	1.21E-14	8.38E-16
65945.77767	1.15E-14	1.43E-15
66758.8358	3.15E-15	5.70E-15
107746.1944	7.50E-15	5.96E-16
113842.2507	7.35E-15	9.11E-16
113842.2507	6.61E-15	1.38E-15
160528.7967	4.07E-15	1.02E-15
303792.819	2.57E-15	1.51E-15
340818.9796	1.90E-14	1.02E-14
