time_sec	flux_R	flux_err_R	band	source
16600	1.2895004802255608e-12	2.3862003026994215e-14	R	stanek07
16900	1.2501264197606582e-12	2.3171649079304815e-14	R	stanek07
17200	1.2304393895282067e-12	2.2777338313153168e-14	R	stanek07
17500	1.2107523592957554e-12	2.2383027680928826e-14	R	stanek07
17800	1.2009088441795298e-12	2.2185872417270926e-14	R	stanek07
18100	1.1713782988308527e-12	2.1692673610556696e-14	R	stanek07
18400	1.1516912685984016e-12	2.129836294046259e-14	R	stanek07
18700	1.1221607232497245e-12	2.0805164331671927e-14	R	stanek07
19000	1.0926301779010475e-12	2.0213698209206253e-14	R	stanek07
19300	1.082786662784822e-12	2.0016542910283017e-14	R	stanek07
19600	1.0434126023199193e-12	1.932618884822921e-14	R	stanek07
19900	1.0335690872036937e-12	1.9129033488726496e-14	R	stanek07
20200	1.0138820569712424e-12	1.873472289121521e-14	R	stanek07
20500	1.0040385418550169e-12	1.8537567655790943e-14	R	stanek07
20800	9.843515116225653e-13	1.8241524165213165e-14	R	stanek07
21100	9.7844540255283e-13	1.804461744172742e-14	R	stanek07
21400	9.597427238320013e-13	1.7748635783718822e-14	R	stanek07
21700	9.341495845298147e-13	1.7255685456263252e-14	R	stanek07
22000	9.174156088322311e-13	1.6959828236473205e-14	R	stanek07
22300	9.085564452276279e-13	1.676273520996128e-14	R	stanek07
22600	8.839476574370637e-13	1.6368113909319842e-14	R	stanek07
22900	8.839476574370637e-13	1.6368113909319842e-14	R	stanek07
23200	8.672136817394801e-13	1.6072256806095625e-14	R	stanek07
23500	8.593388696464996e-13	1.587522564486127e-14	R	stanek07
23800	8.514640575535191e-13	1.5776461709707713e-14	R	stanek07
24100	8.366987848791806e-13	1.5480728668360817e-14	R	stanek07
24400	8.288239727862001e-13	1.5283697815086487e-14	R	stanek07
24700	8.13074348600239e-13	1.498790280030471e-14	R	stanek07
25000	7.983090759259005e-13	1.4790436727956e-14	R	stanek07
25300	8.061838880188811e-13	1.4889200691191758e-14	R	stanek07
25600	7.845281547631847e-13	1.449476583400014e-14	R	stanek07
25900	7.766533426702041e-13	1.439600193914961e-14	R	stanek07
26200	7.628724215074882e-13	1.4100330984427285e-14	R	stanek07
26500	7.559819609261302e-13	1.4001629146076617e-14	R	stanek07
26800	7.490915003447723e-13	1.380466043763795e-14	R	stanek07
27100	7.422010397634144e-13	1.3705958309444776e-14	R	stanek07
27400	7.215296580193404e-13	1.3311585674535618e-14	R	stanek07
27700	7.215296580193404e-13	1.3311585674535618e-14	R	stanek07
28000	7.146391974379826e-13	1.321288365990046e-14	R	stanek07
28300	6.959365187171538e-13	1.281863553199896e-14	R	stanek07
28600	6.959365187171538e-13	1.281863553199896e-14	R	stanek07
28900	6.762494884847025e-13	1.2522591676721979e-14	R	stanek07
29200	6.762494884847025e-13	1.2522591676721979e-14	R	stanek07
29500	6.644372703452316e-13	1.2325312301659769e-14	R	stanek07
29800	6.526250522057609e-13	1.2029765729720541e-14	R	stanek07
30100	6.585311612754962e-13	1.2128405629013453e-14	R	stanek07
30400	6.339223734849321e-13	1.1733784104316277e-14	R	stanek07
30700	6.230945068570839e-13	1.1536566698127218e-14	R	stanek07
31000	6.230945068570839e-13	1.1536566698127218e-14	R	stanek07
31300	6.290006159268193e-13	1.7436267106808358e-14	R	stanek07
93300	1.4174661767364942e-13	5.209470496643972e-15	R	stanek07
93700	1.3485615709229145e-13	6.2228071040251915e-15	R	stanek07
94300	1.3288745406904633e-13	4.8844935444969544e-15	R	stanek07
95000	1.4273096918527198e-13	5.258698076565041e-15	R	stanek07
95700	1.3288745406904633e-13	6.104667540817957e-15	R	stanek07
104000	1.1123172081334989e-13	5.1298789119818796e-15	R	stanek07
105000	1.1123172081334989e-13	5.1298789119818796e-15	R	stanek07
106000	1.1123172081334989e-13	5.1298789119818796e-15	R	stanek07
112000	9.784454025528299e-14	5.405123414196754e-15	R	stanek07
113000	9.695862389482268e-14	6.2515096416369556e-15	R	stanek07
116000	9.174156088322309e-14	5.9167826782461115e-15	R	stanek07
117000	9.430087481344177e-14	6.950268297972841e-15	R	stanek07
117000	1.1123172081334989e-13	6.15337031912494e-15	R	stanek07
189000	3.927562531374036e-14	6.1523432531512985e-15	R	stanek07
190000	3.297577563935594e-14	6.378697269706568e-15	R	stanek07
