Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes
47863.	 -9.  -9.  -9. 300.	IC	19.36   0.09	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn   
48868.	 -9.  -9.  -9. 300.	RC	19.75   0.04	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
50016.	 -9.  -9.  -9. 300.	RC	19.78   0.06	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
50215.	 -9.  -9.  -9. 300.	RC	19.81   0.06	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
50884.	 -9.  -9.  -9. 300.	RC	19.76   0.05	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
51559.	 -9.  -9.  -9. 300.	RC	19.83   0.05	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
52255.	 -9.  -9.  -9. 300.	RC	19.85   0.06	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
52916.	 -9.  -9.  -9. 300.	RC	19.89   0.06	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
53879.	 -9.  -9.  -9. 300.	RC	19.83   0.08	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
54530.	 -9.  -9.  -9. 300.	RC	19.65   0.06	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
140260.	 -9.  -9.  -9. 900.	RC	20.76   0.09	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
419360.	 -9.  -9.  -9. 3000.	RC	22.44   0.31	 -9.  -9.  -9. D1.5    page09 0 NNN  0. 0. 0 nnn	
497928.	 -9.  -9.  -9. 5400.	RC	22.95   0.38	 -9.  -9.  -9. D1.5    page09 0 NNN  0. 0. 0 nnn	
37420.	 -9.  -9.  -9. 1800.	RC	19.02   0.05	 -9.  -9.  -9. D1.5    page09 0 NNN  0. 0. 0 nnn	
55987.	 -9.  -9.  -9. 1800.	rr	20.18   0.01	 -9.  -9.  -9. LT      page09 0 NNN  0. 0. 0 nnn	
142301.	 -9.  -9.  -9. 1800.	rr	20.96   0.02	 -9.  -9.  -9. LT      page09 0 NNN  0. 0. 0 nnn	
216691.	 -9.  -9.  -9. 2100.	rr	21.72   0.04	 -9.  -9.  -9. LT      page09 0 NNN  0. 0. 0 nnn	
307411.	 -9.  -9.  -9. 780.	rr	22.10   0.09	 -9.  -9.  -9. INT     page09 0 NNN  0. 0. 0 nnn	
395798.	 -9.  -9.  -9. 5700.	rr	22.59   0.06	 -9.  -9.  -9. INT     page09 0 NNN  0. 0. 0 nnn	
38.	 -9.  -9.  -9. 5.	clear 	13.70   0.03	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
52.	 -9.  -9.  -9. 5.	clear 	13.00   0.03	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
67.	 -9.  -9.  -9. 5.	clear 	12.79   0.03	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
81.	 -9.  -9.  -9. 5.	clear 	12.78   0.04	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
95.	 -9.  -9.  -9. 5.	clear 	12.81   0.03	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
124.	 -9.  -9.  -9. 5.	clear 	12.63   0.12	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
138.	 -9.  -9.  -9. 5.	clear 	12.84   0.11	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
152.	 -9.  -9.  -9. 5.	clear 	13.06   0.19	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
173.	 -9.  -9.  -9. 20.	clear 	12.94   0.03	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
261.	 -9.  -9.  -9. 20.	clear 	12.87   0.19	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
386.	 -9.  -9.  -9. 20.	clear 	13.65   0.10	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
444.	 -9.  -9.  -9. 20.	clear 	13.76   0.03	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
493.	 -9.  -9.  -9. 60.	clear 	13.91   0.03	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
562.	 -9.  -9.  -9. 60.	clear 	14.06   0.04	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
631.	 -9.  -9.  -9. 60.	clear 	14.14   0.16	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
700.	 -9.  -9.  -9. 60.	clear 	14.36   0.07	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
770.	 -9.  -9.  -9. 60.	clear 	14.37   0.07	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
839.	 -9.  -9.  -9. 60.	clear 	14.49   0.06	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
908.	 -9.  -9.  -9. 60.	clear 	14.66   0.13	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
977.	 -9.  -9.  -9. 60.	clear 	14.77   0.14	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
1046.	 -9.  -9.  -9. 60.	clear 	14.70   0.07	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
1115.	 -9.  -9.  -9. 60.	clear 	14.86   0.04	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
1504.	 -9.  -9.  -9. 682.	clear 	15.16   0.03	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
2196.	 -9.  -9.  -9. 684.	clear 	15.75   0.05	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
2823.	 -9.  -9.  -9. 552.	clear 	15.79   0.1	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
4438.	 -9.  -9.  -9. 682.	clear 	16.45   0.05	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
5129.	 -9.  -9.  -9. 682.	clear 	16.83   0.05	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
5821.	 -9.  -9.  -9. 682.	clear 	16.94   0.04	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
6512.	 -9.  -9.  -9. 682.	clear 	17.10   0.06	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
7203.	 -9.  -9.  -9. 682.	clear 	17.29   0.04	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
7898.	 -9.  -9.  -9. 690.	clear 	17.42   0.06	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
9298.	 -9.  -9.  -9. 690.	clear  	17.39   0.15	 -9.  -9.  -9. ROTSE   page09 0 NNN  0. 0. 0 nnn	
49190.	 -9.  -9.  -9. 300.	VJ	20.27   0.07	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
51228.	 -9.  -9.  -9. 300.	VJ	20.33   0.08	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
53239.	 -9.  -9.  -9. 300.	VJ	20.35   0.09	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
54203.	 -9.  -9.  -9. 300.	VJ	20.44   0.11	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
390.	 -9.  -9.  -9. 33.	VJ	13.7   0.1a	 -9.  -9.  -9. Kanata  page09 0 NNN  0. 0. 0 nnn	
196.	 -9.  -9.  -9. 10.	v	13.73   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
206.	 -9.  -9.  -9. 10.	v	13.81   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
216.	 -9.  -9.  -9. 10.	v	13.80   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
226.	 -9.  -9.  -9. 10.	v	13.74   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
236.	 -9.  -9.  -9. 10.	v	13.89   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
246.	 -9.  -9.  -9. 10.	v	13.83   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
256.	 -9.  -9.  -9. 10.	v	13.95   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
266.	 -9.  -9.  -9. 10.	v	13.74   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
276.	 -9.  -9.  -9. 10.	v	13.91   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
286.	 -9.  -9.  -9. 10.	v	14.04   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
296.	 -9.  -9.  -9. 10.	v	13.98   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
306.	 -9.  -9.  -9. 10.	v	13.93   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
316.	 -9.  -9.  -9. 10.	v	14.14   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
326.	 -9.  -9.  -9. 10.	v	14.00   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
336.	 -9.  -9.  -9. 10.	v	14.27   0.09	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
346.	 -9.  -9.  -9. 10.	v	14.14   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
356.	 -9.  -9.  -9. 10.	v	14.09   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	 
366.	 -9.  -9.  -9. 10.	v	14.12   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
376.	 -9.  -9.  -9. 10.	v	14.21   0.09	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
386.	 -9.  -9.  -9. 10.	v	14.28   0.09	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
396.	 -9.  -9.  -9. 10.	v	14.27   0.09	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
406.	 -9.  -9.  -9. 10.	v	14.16   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
416.	 -9.  -9.  -9. 10.	v	14.49   0.09	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
426.	 -9.  -9.  -9. 10.	v	14.39   0.09	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
436.	 -9.  -9.  -9. 10.	v	14.32   0.09	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
446.	 -9.  -9.  -9. 10.	v	14.46   0.09	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
456.	 -9.  -9.  -9. 10.	v	14.50   0.10	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
5148.	 -9.  -9.  -9. 197.	v	17.53   0.10	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
63077.	 -9.  -9.  -9. 1079.	v	21.10   0.49	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
103938.	 -9.  -9.  -9. 777.	v	20.79   0.44	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
303764.	 -9.  -9.  -9. 5964.	v	22.05   0.49	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
49887.	 -9.  -9.  -9. 300.	BJ	21.14   0.12	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
51901.	 -9.  -9.  -9. 300.	BJ	21.23   0.13	 -9.  -9.  -9. OSN     page09 0 NNN  0. 0. 0 nnn	
4532.3	 -9.  -9.  -9. 197.	b	17.89   0.08	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
27235.	 -9.  -9.  -9. 569.	b	20.28   0.16	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
56302.	 -9.  -9.  -9. 867.	b	21.45   0.32	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
79387.	 -9.  -9.  -9. 778.	b	21.83   0.47	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
102520.4 -9.  -9.  -9. 831.	b	21.60   0.38	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
164312.	 -9.  -9.  -9. 2162.	b	22.55   0.52	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
90.	 -9.  -9.  -9. 10.	white	14.87   0.10	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
100.	 -9.  -9.  -9. 10.	white	14.78   0.11	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
110.	 -9.  -9.  -9. 10.	white	14.68   0.12	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
120.	 -9.  -9.  -9. 10.	white	14.71   0.12	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
130.	 -9.  -9.  -9. 10.	white	14.89   0.10	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
140.	 -9.  -9.  -9. 10.	white	14.83   0.11	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
150.	 -9.  -9.  -9. 10.	white	14.90   0.10	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
160.	 -9.  -9.  -9. 10.	white	14.93   0.10	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
170.	 -9.  -9.  -9. 10.	white	14.93   0.10	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
180.	 -9.  -9.  -9. 10.	white	14.93   0.10	 -9.  -9.  -9. UVOT    page09 0 NNN  0. 0. 0 nnn	
