Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (erg/cm^2/s/A)
            161.0000               0.0010    4.9477411645418363e-16    1.7833202724878839e-16
            161.0000               0.0010    7.1492712400516287e-16    3.2984376588804391e-16
            170.5000               0.0010    2.8575890193275565e-16    3.1583241043281473e-17
            184.6000               0.0010    2.5211562814849764e-16    6.8733294215798916e-17
            188.0000               0.0010    2.1458520062708445e-16    1.0870215061362346e-17
            197.0000               0.0010    2.5812244352493542e-16    9.6700357762978131e-17
            197.0000               0.0010    2.6380763944309065e-16    4.5286823821013250e-17
            197.0000               0.0010    2.8727786756854732e-16    1.3963728100672206e-16
            211.2000               0.0010    1.6504400919173485e-16    6.6884906107627597e-17
            215.0000               0.0010    1.8535306229089887e-16    2.9021801503073743e-17
            233.5000               0.0010    1.8479940371084057e-16    3.3200445342094772e-17
            233.5000               0.0010    1.6892322531247363e-16    6.4827589489739154e-17
            233.5000               0.0010    2.2708694453178139e-16    1.1055804010405397e-16
            234.8000               0.0010    2.1008728391451805e-16    2.7089655523040363e-18
            238.4000               0.0010    1.4588134676258677e-16    6.5837226084815098e-17
            250.0000               0.0010    1.6069803439547867e-16    2.7747168603181466e-17
            269.5000               0.0010    1.7152213152501137e-16    6.5984466434382245e-17
            269.5000               0.0010    1.6044543485144246e-16    2.9315896914165558e-17
            269.5000               0.0010    2.4463971795515077e-16    1.2018507246820196e-16
            273.5000               0.0010    1.3803835134317882e-16    2.4156223827683096e-17
            279.0000               0.0010    1.2427957601972580e-16    9.9585176183096682e-18
            285.0000               0.0010    1.3893119258405089e-16    1.6378925736849093e-17
            305.5000               0.0010    1.3223406945329406e-16    2.5124420982722368e-17
            305.5000               0.0010    1.5413574446702746e-16    5.9698911571757123e-17
            305.5000               0.0010    1.5752684123592681e-16    7.8658919564818881e-17
            320.3000               0.0010    1.2111551015412279e-16    2.2310301477955996e-18
            341.0000               0.0010    8.4947178904355730e-17    2.7274696219343287e-17
            346.3000               0.0010    9.8174740379158140e-17    1.6276009962164764e-17
            352.2000               0.0010    1.1705763960882323e-16    1.6387738715314501e-17
            360.0000               0.0010    1.0218279123096457e-16    3.9357022566167403e-17
            360.0000               0.0010    8.5900038918881284e-17    1.5143038945900142e-17
            360.0000               0.0010    1.0249922029196219e-16    5.0890587669089178e-17
            370.0000               0.0010    9.2640259110534039e-17    9.7270308407194763e-18
            406.1000               0.0010    8.2420370096891063e-17    4.4607508812708472e-18
            418.9000               0.0010    8.0984100019465772e-17    1.4843233419367735e-17
            436.0000               0.0010    9.0427507626334646e-17    2.7019287224952723e-17
            450.5000               0.0010    6.3795046550954491e-17    1.1170792379014548e-17
            450.5000               0.0010    6.6793001350277433e-17    2.6206772396391619e-17
            450.5000               0.0010    6.7747575725554038e-17    3.4082157789268019e-17
            466.0000               0.0010    6.0089661604314416e-17    9.2978967771468424e-18
            486.1000               0.0010    9.3756149132337779e-17    1.6579700088759586e-17
            527.0000               0.0010    5.5782061198059132e-17    2.5997384382258602e-17
            557.0000               0.0010    3.8797143883163289e-17    9.6480423259661754e-18
            563.0000               0.0010    4.7862982430965502e-17    9.2575215562862607e-18
            577.5000               0.0010    3.8413665950974919e-17    1.5569411785919390e-17
            577.5000               0.0010    5.1199551571661318e-17    9.1012630534464563e-18
            577.5000               0.0010    4.2002017927975350e-17    2.1607851080735764e-17
            577.6000               0.0010    4.8528822852061158e-17    2.2348348837032701e-18
            586.3000               0.0010    5.4550628377244904e-17    1.1354914730543594e-17
            712.0000               0.0010    3.5168265936585369e-17    1.5378250827518862e-17
            720.1000               0.0010    4.1114948994667959e-17    1.1398348516739125e-17
            741.5000               0.0010    2.6472792342884214e-17    5.2665860513819960e-18
            748.9000               0.0010    3.2033157879596723e-17    1.9472394977559714e-18
            758.5000               0.0010    3.0581709172363835e-17    5.8559206394131527e-18
            758.5000               0.0010    2.0372585600918001e-17    8.6004016884273552e-18
            758.5000               0.0010    2.2466972406720262e-17    1.1984823756367551e-17
            834.5000               0.0010    2.7528804604047933e-17    2.1248325154809777e-18
           1005.8000               0.0010    2.7874029370368732e-17    2.0281614564266212e-18
           1013.5000               0.0010    1.8654797999562849e-17    7.8982116048270910e-18
           1013.5000               0.0010    2.6495087187405817e-17    5.1930240104547734e-18
           1013.5000               0.0010    1.7032631482065360e-17    9.1965854593857453e-18
           1082.3000               0.0010    3.0199500086307971e-17    7.5099872282650668e-18
           1091.4000               0.0010    2.5483563215695141e-17    2.0938330032734982e-18
           1126.5000               0.0010    1.9864907682856101e-17    1.0760087698158606e-17
           1156.0000               0.0010    2.9702961596577001e-17    4.2130455539234068e-18
           1262.8000               0.0010    2.4957423731019398e-17    2.0917839450441183e-18
           1266.5000               0.0010    2.0035646065895724e-17    3.6420635560125241e-18
           1266.5000               0.0010    1.5956974451749566e-17    6.6721188440556028e-18
           1266.5000               0.0010    1.2828697017836678e-17    6.9565779352176504e-18
           1348.3000               0.0010    2.6721531971336582e-17    2.1003281983939995e-18
           1579.4000               0.0010    2.2304872850190293e-17    1.3969612034649537e-18
           1687.0000               0.0010    1.9952611716900855e-17    4.1715868404886145e-18
           1725.0000               0.0010    1.9805789141334536e-17    1.4773812440466026e-18
           1882.0000               0.0010    1.2810525588442007e-17    5.4712707914645510e-18
           1882.0000               0.0010    1.3029127931575850e-17    2.6228747213940922e-18
           1882.0000               0.0010    9.4996793475563328e-18    5.2430969249847584e-18
           1957.0000               0.0010    1.8086700641965382e-17    7.2575074957243079e-18
           1969.9000               0.0010    2.9922629401199065e-17    6.6143424448715145e-18
           2161.9000               0.0010    2.0455012598011273e-17    1.4695015024446821e-18
           2237.5000               0.0010    1.3702498043022870e-17    3.6977968615214157e-18
           2307.5000               0.0010    1.9677256691195817e-17    1.5587034889482400e-18
           2347.5000               0.0010    1.0867712659359185e-17    5.8822239450958881e-18
           2744.3000               0.0010    1.6857755476505626e-17    1.4750238269306280e-18
           2794.0000               0.0010    9.0043122297260187e-18    4.9214617497559817e-18
           2889.9000               0.0010    1.3805843587538619e-17    1.3429080046771432e-18
           3236.5000               0.0010    6.7642016208074793e-18    3.7522525828302061e-18
           3241.5000               0.0010    1.6873289195765826e-17    3.6676461892932997e-18
           3475.5000               0.0010    1.0379215924746142e-17    2.3281828800910769e-18
           3485.5000               0.0010    6.1169727176069604e-18    3.4697863410761069e-18
           3485.5000               0.0010    8.0270754525494371e-18    3.5327913672135326e-18
           3655.6000               0.0010    1.3304536475977483e-17    4.5339544533786477e-18
           4105.0000               0.0010    6.1319660757517480e-18    2.8295224874953656e-18
           4231.5000               0.0010    6.4412794905491280e-18    1.0266889842443210e-18
           4524.0000               0.0010    4.2671444152547661e-18    1.8879777536394363e-18
           4816.0000               0.0010    5.5568739160991034e-18    9.0480092613444204e-19
           5108.5000               0.0010    2.3883443177389388e-18    1.3956412092298946e-18
           5408.0000               0.0010    4.4550044424906987e-18    7.4373603680732076e-19
           5702.5000               0.0010    2.6055927549927795e-18    1.1831068199706150e-18
           6005.0000               0.0010    3.0649044451977700e-18    5.4806173029132052e-19
           6298.5000               0.0010    1.3513372044004963e-18    8.1161345608078505e-19
           6591.5000               0.0010    2.5693054486288470e-18    4.6798164278490748e-19
           6794.0000               0.0010    1.3916400983998572e-18    6.5311427041453905e-19
           7176.5000               0.0010    1.8700005567158464e-18    3.7484233146328846e-19
           7469.0000               0.0010    9.0610167063528993e-19    5.5458707727738003e-19
