  rr 19.70 0.04   0.07
  rr 19.73 0.03   0.07
  rr 19.72 0.03   0.07
  rr 19.85 0.03   0.07
  rr 19.78 0.02   0.07
  rr 19.80 0.03   0.07
  rr 19.80 0.03   0.07
  rr 19.81 0.04   0.07
  rr 19.82 0.03   0.07
  rr 19.82 0.03   0.07
  rr 19.78 0.02   0.07
  rr 20.15 0.03   0.07
  rr 20.17 0.03   0.07
  rr 20.19 0.02   0.07
  rr 20.21 0.03   0.07
  rr 20.57 0.05   0.07
  rr 20.57 0.03   0.07
  rr 20.55 0.03   0.07
  rr 20.59 0.03   0.07
  rr 20.80 0.05   0.07
  rr 20.83 0.04   0.07
  rr 20.75 0.03   0.07
  rr 20.84 0.03   0.07
  rr 20.88 0.06   0.07
  rr 23.16 0.09   0.07  
  rr 23.64 0.12   0.07  
  rr 23.87 0.12   0.07  
  rr 24.02 0.10   0.07  
  rr 23.98 100.   0.07  
  ii 18.54 0.03   0.05
  ii 18.53 0.02   0.05
  ii 18.55 0.02   0.05
  ii 18.51 0.02   0.05
  ii 18.53 0.03   0.05
  ii 18.51 0.02   0.05
  ii 18.52 0.02   0.05
  ii 18.50 0.02   0.05
  ii 18.49 0.02   0.05
  ii 18.48 0.02   0.05
  ii 18.46 0.02   0.05
  ii 18.48 0.02   0.05
  ii 18.45 0.03   0.05
  ii 18.47 0.02   0.05
  ii 18.45 0.02   0.05
  ii 18.48 0.02   0.05
  ii 18.36 0.02   0.05
  ii 18.33 0.02   0.05
  ii 18.36 0.02   0.05
  ii 18.36 0.02   0.05
  ii 18.37 0.02   0.05
  ii 18.35 0.02   0.05
  ii 18.37 0.02   0.05
  ii 18.40 0.02   0.05
  ii 18.40 0.02   0.05
  ii 18.38 0.02   0.05
  ii 18.39 0.02   0.05
  ii 18.38 0.02   0.05
  ii 18.49 0.02   0.05
  ii 18.52 0.02   0.05
  ii 18.53 0.02   0.05
  ii 18.51 0.02   0.05
  ii 18.50 0.03   0.05
  ii 18.54 0.02   0.05
  ii 18.54 0.02   0.05
  ii 18.52 0.03   0.05
  ii 18.53 0.04   0.05
  ii 18.55 0.03   0.05
  ii 18.53 0.03   0.05
  ii 18.53 0.03   0.05
  ii 18.63 0.04   0.05
  ii 18.65 0.03   0.05
  ii 18.65 0.03   0.05
  ii 18.65 0.02   0.05
  ii 18.65 0.03   0.05
  ii 18.69 0.03   0.05
  ii 18.68 0.02   0.05
  ii 18.69 0.02   0.05
  ii 18.69 0.03   0.05
  ii 18.68 0.03   0.05
  ii 18.69 0.02   0.05
  ii 18.71 0.02   0.05
  ii 19.50 0.06   0.05
  ii 19.57 0.05   0.05
  ii 19.55 0.04   0.05
  ii 19.53 0.04   0.05
  ii 19.52 0.06   0.05
  ii 19.55 0.05   0.05
  ii 19.60 0.03   0.05
  ii 19.50 0.05   0.05
  ii 19.62 0.04   0.05
  ii 19.68 0.04   0.05
  ii 19.62 0.03   0.05
  ii 19.60 0.05   0.05
  ii 19.64 0.04   0.05
  ii 19.65 0.03   0.05
  ii 19.63 0.03   0.05
  ii 19.61 0.03   0.05
  ii 20.02 0.04   0.05
  ii 20.04 0.03   0.05
  ii 19.98 0.03   0.05
  ii 19.96 0.03   0.05
  ii 20.35 0.05   0.05
  ii 20.28 0.03   0.05
  ii 20.38 0.04   0.05
  ii 20.34 0.04   0.05
  ii 20.54 0.05   0.05
  ii 20.58 0.05   0.05
  ii 20.56 0.04   0.05
  ii 20.56 0.04   0.05
  ii 20.61 0.07   0.05
  ii 22.67 100.   0.05 
  ii 22.68 100.   0.05 
  ii 23.17 100.   0.05 
  ii 23.44 100.   0.05 
  ii 23.29 100.   0.05 
  zz 18.33 0.03   0.04
  zz 18.35 0.03  0.04
  zz 18.35 0.03  0.04
  zz 18.35 0.03  0.04
  zz 18.35 0.03  0.04
  zz 18.36 0.03  0.04
  zz 18.35 0.03  0.04
  zz 18.33 0.02  0.04
  zz 18.31 0.03  0.04
  zz 18.32 0.02  0.04
  zz 18.29 0.02  0.04
  zz 18.31 0.02  0.04
  zz 18.27 0.03  0.04
  zz 18.25 0.03  0.04
  zz 18.27 0.03  0.04
  zz 18.27 0.03  0.04
  zz 18.20 0.03  0.04
  zz 18.21 0.02  0.04
  zz 18.18 0.02  0.04
  zz 18.21 0.02  0.04
  zz 18.20 0.03  0.04
  zz 18.23 0.02  0.04
  zz 18.19 0.02  0.04
  zz 18.18 0.02  0.04
  zz 18.22 0.03  0.04
  zz 18.22 0.02  0.04
  zz 18.22 0.02  0.04
  zz 18.21 0.02  0.04
  zz 18.37 0.03  0.04
  zz 18.37 0.02  0.04
  zz 18.40 0.03  0.04
  zz 18.33 0.03  0.04
  zz 18.36 0.03  0.04
  zz 18.37 0.03  0.04
  zz 18.36 0.03  0.04
  zz 18.36 0.03  0.04
  zz 18.36 0.04  0.04
  zz 18.38 0.03  0.04
  zz 18.38 0.04  0.04
  zz 18.40 0.03  0.04
  zz 18.45 0.06  0.04
  zz 18.49 0.04  0.04
  zz 18.54 0.05  0.04
  zz 18.48 0.03  0.04
  zz 18.47 0.04  0.04
  zz 18.46 0.04  0.04
  zz 18.46 0.03  0.04
  zz 18.47 0.03  0.04
  zz 18.53 0.04  0.04
  zz 18.51 0.04  0.04
  zz 18.53 0.03  0.04
  zz 18.50 0.03  0.04
  zz 19.43 0.06  0.04
  zz 19.39 0.07  0.04
  zz 19.40 0.06  0.04
  zz 19.41 0.05  0.04
  zz 19.36 0.04  0.04
  zz 19.37 0.07  0.04
  zz 19.37 0.04  0.04
  zz 19.40 0.05  0.04
  zz 19.42 0.06  0.04
  zz 19.44 0.04  0.04
  zz 19.41 0.03  0.04
  zz 19.47 0.05  0.04
  zz 19.44 0.06  0.04
  zz 19.41 0.05  0.04
  zz 19.44 0.04  0.04
  zz 19.47 0.04  0.04
  zz 19.79 0.05  0.04
  zz 19.77 0.03  0.04
  zz 19.79 0.04  0.04
  zz 19.71 0.03  0.04
  zz 20.15 0.07  0.04
  zz 20.09 0.04  0.04
  zz 20.17 0.04  0.04
  zz 20.14 0.04  0.04
  zz 20.34 0.06  0.04
  zz 20.29 0.05  0.04
  zz 20.30 0.05  0.04
  zz 20.40 0.07  0.04
  zz 20.45 0.08  0.04
  zz 22.47 100.  0.04   
  zz 22.43 100.  0.04   
  zz 22.98 100.  0.04   
  zz 23.32 100.  0.04   
  zz 23.02 100.  0.04   
J  19.44  0.04 	0.02
J  19.88  0.04 	0.02
J  20.03  0.04 	0.02
J  20.01  0.06 	0.02
H  19.24  0.04 	0.01
H  19.52  0.04 	0.01	
H  19.77  0.07 	0.01
H  19.80  0.07 	0.01	
KS 19.27  0.09 0.01
KS 19.55  0.09 0.01
KS 19.57  0.13 0.01
