Time	Mag	MagErr	Filter	Telescope	Source
4700	19.01	0.08	RC	Kiso	huang07
7110	19.24	0.03	RC	Kiso	huang07
7630	19.34	0.04	RC	Kiso	huang07
14600	19.57	0.05	RC	Kiso	huang07
19200	19.69	0.09	RC	Kiso	huang07
23600	19.83	0.11	RC	Kiso	huang07
28200	20.05	0.12	RC	Kiso	huang07
7300	19.21	0.04	RC	Lulin	huang07
8680	19.43	0.05	RC	Lulin	huang07
11500	19.57	0.06	RC	Lulin	huang07
14300	19.64	0.05	RC	Lulin	huang07
15700	19.88	0.08	RC	Lulin	huang07
18500	19.74	0.07	RC	Lulin	huang07
22900	20	0.09	RC	Lulin	huang07
23600	19.84	0.06	RC	Lulin	huang07
27500	20.04	0.09	RC	Lulin	huang07
32000	20.04	0.06	RC	Lulin	huang07
32300	19.98	0.05	RC	Lulin	huang07
35000	20.05	0.05	RC	Lulin	huang07
35400	20.13	0.05	RC	Lulin	huang07
35700	20.2	0.07	RC	Lulin	huang07
9020	19.09	0.07	IC	Lulin	huang07
11900	19.04	0.06	IC	Lulin	huang07
13300	19.14	0.06	IC	Lulin	huang07
14700	19.14	0.06	IC	Lulin	huang07
16100	19.23	0.06	IC	Lulin	huang07
17500	19.4	0.07	IC	Lulin	huang07
18900	19.31	0.05	IC	Lulin	huang07
24000	19.12	0.06	IC	Lulin	huang07
24600	19.49	0.08	IC	Lulin	huang07
28900	19.91	0.09	IC	Lulin	huang07
33000	19.93	0.08	IC	Lulin	huang07
22200	13.12	0.08	J	Mt.Abu	george06
22200	14.55	0.1	J	Mt.Abu	george06
22300	14.81	0.2	J	Mt.Abu	george06
22300	14.79	0.2	J	Mt.Abu	george06
22400	15.29	0.28	J	Mt.Abu	george06
22400	15.5	100	J	Mt.Abu	george06
30600	21.02	0.14	BJ	ARIES	kamble07
30200	20.23	0.2	VJ	ARIES	kamble07
39700	20.6	0.21	VJ	ARIES	kamble07
25800	19.46	0.16	RC	ARIES	kamble07
26200	19.25	0.1	RC	ARIES	kamble07
28100	19.98	0.11	RC	ARIES	kamble07
30900	20.06	0.13	RC	ARIES	kamble07
33800	20.03	0.16	RC	ARIES	kamble07
27300	19.59	0.19	IC	ARIES	kamble07
31300	19.66	0.25	IC	ARIES	kamble07
28600	21.09	0.08	BJ	MAO	kann10
43000	21.42	0.07	BJ	MAO	kann10
57200	21.81	0.16	BJ	NOT	kann10
315000	22.5	100	BJ	NOT	kann10
895000	22.6	100	BJ	MAO	kann10
979000	22.7	100	BJ	MAO	kann10
401000	22.99	0.12	VJ	TNG	kann10
29100	19.96	0.03	RC	MAO	kann10
32800	20.09	0.04	RC	RTT150	kann10
38600	20.18	0.06	RC	MAO	kann10
55800	20.43	0.05	RC	NOT	kann10
128000	20.9	0.13	RC	NOT	kann10
131000	21.22	0.09	RC	MAO	kann10
140000	21.1	100	RC	RTT150	kann10
203000	21.1	100	RC	RTT150	kann10
214000	21.31	0.09	RC	MAO	kann10
292000	21.77	0.13	RC	MAO	kann10
316000	21.83	0.2	RC	NOT	kann10
408000	22.38	0.12	RC	NOT	kann10
487000	22.32	0.25	RC	NOT	kann10
657000	23.41	0.15	RC	NOT	kann10
807000	20.5	100	RC	MAO	kann10
893000	23.5	100	RC	MAO	kann10
977000	23.4	100	RC	MAO	kann10
994000	24.3	0.3	RC	TNG	kann10
1690000	24.7	100	RC	NOT	kann10
57900	20.19	0.05	IC	NOT	kann10
318000	21.61	0.11	IC	NOT	kann10
405000	21.93	0.05	IC	TNG	kann10
565000	20.17	0.27	KS	NOT	kann10
