Time	Mag	MagErr	Filter	Telescope	Source
1629.5	15.24	0.04	b	UVOT	racusin08
5329.5	17.0	0.03	b	UVOT	racusin08
6759.5	17.39	0.04	b	UVOT	racusin08
28908.0	19.24	0	b	UVOT	racusin08
46308.0	20.08	0	b	UVOT	racusin08
76050.5	20.22	0	b	UVOT	racusin08
82548.0	19.6	0	b	UVOT	racusin08
654000.0	22.02	0	b	UVOT	racusin08
648.5	12.42	0.01	u	UVOT	racusin08
802.5	12.83	0.01	u	UVOT	racusin08
5119.5	15.95	0.03	u	UVOT	racusin08
6559.5	16.29	0.03	u	UVOT	racusin08
18649.5	17.77	0.06	u	UVOT	racusin08
18817.0	17.86	0.07	u	UVOT	racusin08
28708.0	18.38	0	u	UVOT	racusin08
46008.0	19.22	0	u	UVOT	racusin08
75950.5	19.1	0	u	UVOT	racusin08
82448.0	19.89	0	u	UVOT	racusin08
654000.0	22.29	0	u	UVOT	racusin08
624.5	12.28	0.02	uvw1	UVOT	racusin08
778.5	12.67	0.02	uvw1	UVOT	racusin08
1419.5	13.91	0	uvw1	UVOT	racusin08
1579.5	14.1	0.05	uvw1	UVOT	racusin08
6349.5	16.14	0.04	uvw1	UVOT	racusin08
18249.5	17.63	0.04	uvw1	UVOT	racusin08
28517.0	18.29	0	uvw1	UVOT	racusin08
45817.0	18.91	0	uvw1	UVOT	racusin08
75801.5	19.26	0	uvw1	UVOT	racusin08
82396.5	19.62	0	uvw1	UVOT	racusin08
654000.0	22.1	0	uvw1	UVOT	racusin08
599.5	12.09	0.02	uvm2	UVOT	racusin08
753.5	12.57	0.03	uvm2	UVOT	racusin08
1399.5	13.78	0.06	uvm2	UVOT	racusin08
1559.5	13.96	0	uvm2	UVOT	racusin08
1719.5	14.13	0.07	uvm2	UVOT	racusin08
6149.5	15.92	0.05	uvm2	UVOT	racusin08
12869.5	17.15	0.07	uvm2	UVOT	racusin08
17349.5	17.49	0.05	uvm2	UVOT	racusin08
30610.5	18.37	0.1	uvm2	UVOT	racusin08
48009.5	19.12	0	uvm2	UVOT	racusin08
76851.5	19.72	0	uvm2	UVOT	racusin08
655000.0	23.1	0	uvm2	UVOT	racusin08
703.5	12.7	0	uvw2	UVOT	racusin08
859.5	13.13	0.03	uvw2	UVOT	racusin08
1509.5	14.18	0	uvw2	UVOT	racusin08
1669.5	14.34	0.06	uvw2	UVOT	racusin08
5739.5	16.19	0.05	uvw2	UVOT	racusin08
11649.5	17.22	0.04	uvw2	UVOT	racusin08
22535.0	18.38	0	uvw2	UVOT	racusin08
29834.5	18.59	0.07	uvw2	UVOT	racusin08
47134.5	19.2	0.1	uvw2	UVOT	racusin08
76503.5	19.96	0.27	uvw2	UVOT	racusin08
82617.0	19.91	2.11	uvw2	UVOT	racusin08
655000.0	22.22	0.2	uvw2	UVOT	racusin08
9.51	8.19	0.57	VJ	TORTORA	racusin08
10.85	6.97	0.18	VJ	TORTORA	racusin08
12.15	6.65	0.14	VJ	TORTORA	racusin08
13.35	6.01	0.08	VJ	TORTORA	racusin08
15.05	5.67	0.05	VJ	TORTORA	racusin08
16.34	5.5	0.05	VJ	TORTORA	racusin08
17.64	5.46	0.05	VJ	TORTORA	racusin08
18.94	5.32	0.04	VJ	TORTORA	racusin08
20.240000000000002	5.41	0.04	VJ	TORTORA	racusin08
21.54	5.46	0.05	VJ	TORTORA	racusin08
22.84	5.51	0.05	VJ	TORTORA	racusin08
32.15	5.83	0.03	VJ	TORTORA	racusin08
33.449999999999996	5.95	0.04	VJ	TORTORA	racusin08
34.75	5.72	0.03	VJ	TORTORA	racusin08
36.05	5.49	0.03	VJ	TORTORA	racusin08
37.35	5.53	0.02	VJ	TORTORA	racusin08
38.65	5.6	0.03	VJ	TORTORA	racusin08
39.949999999999996	5.78	0.03	VJ	TORTORA	racusin08
41.25	5.7	0.03	VJ	TORTORA	racusin08
42.55	5.61	0.03	VJ	TORTORA	racusin08
43.85	5.36	0.02	VJ	TORTORA	racusin08
45.15	5.49	0.02	VJ	TORTORA	racusin08
46.449999999999996	5.6	0.03	VJ	TORTORA	racusin08
47.74	5.63	0.03	VJ	TORTORA	racusin08
49.04	5.71	0.03	VJ	TORTORA	racusin08
50.34	5.91	0.04	VJ	TORTORA	racusin08
51.64	5.98	0.04	VJ	TORTORA	racusin08
52.94	6.19	0.05	VJ	TORTORA	racusin08
54.24	6.19	0.04	VJ	TORTORA	racusin08
55.54	6.35	0.05	VJ	TORTORA	racusin08
56.84	6.43	0.06	VJ	TORTORA	racusin08
58.14	6.65	0.07	VJ	TORTORA	racusin08
59.44	6.77	0.08	VJ	TORTORA	racusin08
60.74	6.89	0.08	VJ	TORTORA	racusin08
62.04	7.1	0.1	VJ	TORTORA	racusin08
63.34	6.99	0.1	VJ	TORTORA	racusin08
68.985	7.33	0.11	VJ	TORTORA	racusin08
74.18499999999999	7.63	0.14	VJ	TORTORA	racusin08
79.395	8.03	0.2	VJ	TORTORA	racusin08
84.595	8.59	0.33	VJ	TORTORA	racusin08
89.795	8.58	0.33	VJ	TORTORA	racusin08
94.995	9.0	0.49	VJ	TORTORA	racusin08
7.75	9.88	0.09	VJ	Pi	racusin08
22.6	5.87	0.03	VJ	Pi	racusin08
37.1	6.11	0.03	VJ	Pi	racusin08
84.0	8.19	0.04	VJ	Pi	racusin08
98.3	8.74	0.05	VJ	Pi	racusin08
113.0	9.1	0.05	VJ	Pi	racusin08
127.0	9.33	0.1	VJ	Pi	racusin08
168.0	9.97	0.09	VJ	Pi	racusin08
182.0	10.35	0.1	VJ	Pi	racusin08
197.0	10.29	0.15	VJ	Pi	racusin08
241.0	10.88	0.12	VJ	Pi	racusin08
304.0	11.4	0.15	VJ	Pi	racusin08
377.0	11.69	0.15	VJ	Pi	racusin08
1900.0	15.18	0.06	rr	LT	racusin08
2030.0	15.32	0.05	rr	LT	racusin08
2160.0	15.42	0.08	rr	LT	racusin08
68450.0	20.26	0.09	rr	LT	racusin08
69450.0	20.2	0.08	rr	LT	racusin08
241100.0	21.96	0.15	rr	LT	racusin08
28250.5	18.98	0.07	rr	FTN	racusin08
29650.5	19.12	0.09	rr	FTN	racusin08
33350.5	19.26	0.04	rr	FTN	racusin08
34550.5	19.38	0.14	rr	FTN	racusin08
203750.0	21.5	0.43	rr	FTN	racusin08
1630500.0	24.53	0.06	rr	HST	racusin08
65.5	6.4	0.02	RC	REM	racusin08
104.5	8.34	0.02	RC	REM	racusin08
143.5	9.22	0.02	RC	REM	racusin08
183.5	9.83	0.02	RC	REM	racusin08
222.5	10.27	0.02	RC	REM	racusin08
261.5	10.74	0.02	RC	REM	racusin08
300.5	11.08	0.03	RC	REM	racusin08
339.5	11.42	0.03	RC	REM	racusin08
379.5	11.76	0.04	RC	REM	racusin08
418.5	11.93	0.04	RC	REM	racusin08
496.5	12.35	0.05	RC	REM	racusin08
535.5	12.45	0.06	RC	REM	racusin08
574.5	12.51	0.05	RC	REM	racusin08
636.0	12.69	0.05	RC	REM	racusin08
705.0	13.06	0.02	RC	REM	racusin08
774.0	13.25	0.02	RC	REM	racusin08
844.0	13.38	0.02	RC	REM	racusin08
958.0	13.64	0.03	RC	REM	racusin08
1120.0	13.93	0.05	RC	REM	racusin08
1155.0	14.1	0.06	RC	REM	racusin08
1195.0	14.31	0.08	RC	REM	racusin08
1235.0	14.21	0.07	RC	REM	racusin08
1275.0	14.29	0.08	RC	REM	racusin08
1390.0	14.43	0.08	RC	REM	racusin08
1460.0	14.5	0.09	RC	REM	racusin08
1530.0	14.57	0.09	RC	REM	racusin08
1650.0	14.84	0.09	RC	REM	racusin08
1780.0	14.88	0.06	RC	REM	racusin08
3275.0	15.63	0.24	RC	REM	racusin08
24549.5	18.65	0.13	RC	FTN	racusin08
25400.5	18.7	0.07	RC	FTN	racusin08
26850.5	18.68	0.12	RC	FTN	racusin08
26150.5	18.71	0.04	ii	FTN	racusin08
27550.5	18.84	0.05	ii	FTN	racusin08
28950.5	18.92	0.06	ii	FTN	racusin08
33900.5	19.02	0.05	ii	FTN	racusin08
35050.5	19.12	0.32	ii	FTN	racusin08
71400.0	20.07	0.04	ii	LT	racusin08
205750.0	21.36	0.2	ii	FTN	racusin08
247100.0	22.07	0.22	ii	FTN	racusin08
298500.0	22.07	0.02	ii	Gemini-N	racusin08
452500.0	22.74	0.04	ii	Gemini-N	racusin08
1631600.0	24.03	0.06	ii	HST	racusin08
1315.0	14.0	0.09	IC	REM	racusin08
24749.5	18.21	0.09	IC	FTN	racusin08
885.0	12.4	0.05	J	REM	racusin08
955.0	12.43	0.05	J	REM	racusin08
990.0	12.58	0.05	J	REM	racusin08
2235.0	14.13	0.05	J	REM	racusin08
465.0	10.99	0.07	J	VLT	racusin08
608.0	11.32	0.07	J	VLT	racusin08
692.0	11.66	0.07	J	VLT	racusin08
773.0	11.96	0.07	J	VLT	racusin08
56.0	4.2	0.02	H	REM	racusin08
71.0	5.1	0.03	H	REM	racusin08
87.0	5.8	0.03	H	REM	racusin08
135.0	6.84	0.04	H	REM	racusin08
151.0	7.2	0.04	H	REM	racusin08
166.0	7.42	0.05	H	REM	racusin08
215.0	7.97	0.06	H	REM	racusin08
2215.0	8.33	0.08	H	REM	racusin08
245.0	8.44	0.06	H	REM	racusin08
294.0	8.74	0.07	H	REM	racusin08
309.0	9.23	0.05	H	REM	racusin08
325.0	9.36	0.07	H	REM	racusin08
393.0	9.89	0.06	H	REM	racusin08
431.0	10.19	0.05	H	REM	racusin08
464.0	10.23	0.07	H	REM	racusin08
1290.0	12.55	0.08	H	REM	racusin08
1350.0	12.75	0.08	H	REM	racusin08
1420.0	12.79	0.08	H	REM	racusin08
1480.0	12.98	0.09	H	REM	racusin08
1550.0	13.24	0.09	H	REM	racusin08
3045.0	14.51	0.2	H	REM	racusin08
804.0	10.89	0.04	KS	REM	racusin08
1730.0	12.68	0.09	KS	REM	racusin08
874.0	11.02	0.08	KS	VLT	racusin08
964.0	10.99	0.07	KS	VLT	racusin08
