Tstart(daltrigger) Tend  Tmid(s)  Terr Exposure Filter     Mag         Err   Err+   Err-   1sigma   Telescope       Reference  UpperLimit  Calib GAL_Extinction Host_ext Corrected? Notes
     3486.00	       3546.00   -9.  -9.  -9. RC	24.1   100.     -9. -9. -9.   	VLT	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=60.	
     6426.00	       6546.00   -9.  -9.  -9. zGu      24.31  0.28     -9. -9. -9.     VLT	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=120.		
     6786.00	       6906.00   -9.  -9.  -9. zGu      24.16  0.20     -9. -9. -9.   	VLT	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=120.			
    10626.00	      10866.00   -9.  -9.  -9. zGu      24.37  0.21     -9. -9. -9.   	VLT	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=200.			
     8106.00	       8706.00   -9.  -9.  -9. J	23.18  0.30     -9. -9. -9.   	NTT	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=600.		
    92526.00	      96846.00   -9.  -9.  -9. zGU      24.65  0.37     -9. -9. -9.     VLT	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=1760.		
   108126.00	     116106.00   -9.  -9.  -9. J	22.59  0.12     -9. -9. -9.    Gemini-N   greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=3180.		
   174306.00	     182406.00   -9.  -9.  -9. gg	24.8   100.     -9. -9. -9.   	GROND	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=6000.	
   174306.00	     182406.00   -9.  -9.  -9. rr	25.0   100.     -9. -9. -9.   	GROND	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=6000.	
   174306.00	     182406.00   -9.  -9.  -9. ii	24.3   100.     -9. -9. -9.   	GROND	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=6000.	
   174306.00	     182406.00   -9.  -9.  -9. zz	24.5   100.     -9. -9. -9.   	GROND	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=6000.	
   174306.00	     182406.00   -9.  -9.  -9. J	22.97  0.23     -9. -9. -9.   	GROND	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=4800.	
   174306.00	     182406.00   -9.  -9.  -9. H	22.52  0.20     -9. -9. -9.   	GROND	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=4800.	
   174306.00	     182406.00   -9.  -9.  -9. KS	21.7   100.     -9. -9. -9.   	GROND	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=4800.	
   179886.00	     183846.00   -9.  -9.  -9. J	22.97  0.16     -9. -9. -9.   	NTT	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=3600.		
   194886.00	     200946.00   -9.  -9.  -9. J	23.50  0.18     -9. -9. -9.    Gemini-N   greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=4440.			
   258666.00	     269946.00   -9.  -9.  -9. gg	25.1   100.     -9. -9. -9.   	GROND	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=9000.	
   258666.00	     269946.00   -9.  -9.  -9. rr	25.3   100.     -9. -9. -9.   	GROND	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=9000.	
   258666.00	     269946.00   -9.  -9.  -9. ii	24.8   100.     -9. -9. -9.   	GROND	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=9000.	
   258666.00	     269946.00   -9.  -9.  -9. zz	25.0   100.     -9. -9. -9.   	GROND	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=9000.	
   258666.00	     269946.00   -9.  -9.  -9. J	23.2   100.     -9. -9. -9.   	GROND	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=7200.		
   258666.00	     269946.00   -9.  -9.  -9. H	22.7   100.     -9. -9. -9.   	GROND	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=7200.	
   258666.00	     269946.00   -9.  -9.  -9. KS	22.0   100.     -9. -9. -9.   	GROND	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=7200.	
   280386.00	     288126.00   -9.  -9.  -9. J	23.46  0.20     -9. -9. -9.   	Subaru	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=6480.		
   345126.00	     348546.00   -9.  -9.  -9. J	23.48  0.09     -9. -9. -9.   	VLT	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=2640.		
   353046.00	     356466.00   -9.  -9.  -9. J	23.72  0.11     -9. -9. -9.   	VLT	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=2640.		
   433026.00	     439746.00   -9.  -9.  -9. zGu      25.1   100.     -9. -9. -9.     VLT	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=5760.		
   436326.00	     439986.00   -9.  -9.  -9. J	24.16  0.13     -9. -9. -9.   	VLT	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=2640.		
   864966.00	     875106.00   -9.  -9.  -9. J	24.61  0.13     -9. -9. -9.   	VLT	  greiner09  0 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=8960.		
  1384326.00	    1386966.00   -9.  -9.  -9. J	23.4   100.     -9. -9. -9.   	VLT	  greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=1920.		
  1750146.00	    1759266.00   -9.  -9.  -9. J	24.6   100.     -9. -9. -9.    Gemini-N   greiner09  1 AB 0.043 0. 0 GAL_Ex=E(B-V)_Exposure=6960.		
