time(s)	erg/cm2/s	err
17151.41339	1.73E-13	1.68E-14
17548.00537	1.33E-13	2.09E-14
18800.2149	1.73E-13	6.14E-14
20710.63509	9.98E-14	8.61E-15
22966.14044	1.12E-13	9.69E-15
23859.6436	9.84E-14	4.86E-14
24289.42121	9.74E-14	8.41E-15
24289.54977	9.03E-14	7.19E-15
24470.31821	8.62E-14	8.34E-15
24470.44426	7.90E-14	6.95E-15
24651.2127	9.57E-14	8.25E-15
24651.33874	8.87E-14	7.05E-15
24832.1097	9.03E-14	9.60E-15
24832.23323	8.27E-14	7.97E-15
24860.53494	1.08E-13	4.07E-15
24964.4045	1.04E-13	3.96E-15
25010.08755	8.10E-14	2.01E-14
25010.21108	7.51E-14	1.49E-14
25168.62956	9.38E-14	1.05E-14
25176.80724	8.36E-14	8.06E-15
25190.98456	1.03E-13	8.88E-15
25191.10808	9.41E-14	7.48E-15
25371.87905	8.73E-14	8.41E-15
25372.00257	8.09E-14	7.12E-15
25552.77605	9.03E-14	7.81E-15
25552.89705	8.27E-14	6.58E-15
25914.20958	9.83E-14	6.55E-15
25914.68855	9.12E-14	5.69E-15
26095.10659	8.39E-14	4.76E-15
26095.58303	7.68E-14	4.13E-15
26296.41753	1.07E-13	2.89E-14
26634.88349	8.73E-14	5.82E-15
26635.34985	8.09E-14	5.05E-15
26812.86386	8.54E-14	6.55E-15
26813.3277	7.82E-14	5.56E-15
27355.55992	8.97E-14	6.87E-15
27356.01368	8.31E-14	5.91E-15
27533.54029	8.54E-14	6.55E-15
27533.99153	7.82E-14	5.56E-15
28147.19104	9.72E-14	4.37E-15
28147.19104	9.48E-14	4.27E-15
28147.19104	9.37E-14	4.22E-15
28149.61863	9.31E-14	4.19E-15
28399.13096	9.60E-14	4.32E-15
28399.13096	9.48E-14	4.27E-15
28898.79844	2.19E-13	4.94E-14
29750.3014	6.06E-14	3.90E-14
30771.66729	1.05E-13	4.13E-15
30963.69138	1.02E-13	4.85E-15
31308.81494	9.67E-14	4.04E-15
31530.88517	1.12E-13	4.12E-15
36300.40264	8.35E-14	7.34E-15
37254.1928	1.15E-13	4.90E-14
46312.0572	3.97E-14	3.25E-14
47520.18402	7.68E-14	8.09E-15
47524.35857	6.83E-14	6.58E-15
48980.27697	7.99E-14	2.97E-15
53465.66059	7.44E-14	3.35E-15
53465.66059	7.35E-14	3.31E-15
53465.66059	7.26E-14	3.27E-15
53465.66059	7.00E-14	3.15E-15
53468.80915	7.13E-14	3.21E-15
55702.8292	7.45E-14	2.51E-15
56568.23584	8.26E-14	2.26E-15
57409.106	1.86E-14	2.32E-14
72626.48025	4.27E-14	3.30E-15
73588.14346	4.51E-14	2.53E-15
76361.57236	3.46E-14	3.04E-15
76634.18335	3.47E-14	1.56E-15
80057.21804	2.98E-14	3.50E-15
80425.68225	2.04E-14	3.40E-15
87536.9178	1.98E-14	1.84E-14
96757.48297	4.05E-14	1.05E-14
96910.61773	2.25E-14	2.15E-15
97818.04713	1.67E-14	3.07E-15
101558.1532	1.90E-14	1.68E-15
101590.7102	1.91E-14	1.68E-15
122003.5962	1.82E-14	1.88E-15
150899.9484	9.71E-15	1.18E-14
184727.0167	9.66E-15	8.95E-15
222645.0654	5.39E-15	1.10E-14
227885.861	2.30E-15	3.86E-16
228862.8813	2.33E-15	1.61E-15
