time(s)	erg/cm2/s	err
9663.883144	5.64E-13	7.72E-14
11014.20134	4.24E-13	4.43E-14
11021.59468	4.06E-13	1.02E-13
11887.37987	6.03E-13	7.29E-14
11896.26246	5.70E-13	7.35E-14
12615.42302	5.05E-13	6.51E-14
12866.63723	5.00E-13	6.85E-14
13485.01618	4.42E-13	8.44E-14
13495.09967	4.21E-13	8.91E-14
14423.59167	5.14E-13	4.95E-14
14435.21595	4.92E-13	1.21E-13
15175.63283	3.27E-13	2.88E-14
15186.98782	3.11E-13	2.86E-14
15390.5154	3.45E-13	4.18E-14
15402.02104	3.28E-13	4.23E-14
15637.6662	4.11E-13	4.30E-14
15649.36323	3.91E-13	4.32E-14
15794.22691	3.22E-13	3.37E-14
15806.03544	3.05E-13	3.37E-14
15976.60221	3.63E-13	4.10E-14
15988.53821	3.44E-13	4.11E-14
16349.36011	4.86E-13	7.43E-14
17976.5876	3.16E-13	2.89E-15
17990.03322	2.99E-13	2.76E-15
19570.0888	3.32E-13	1.78E-14
19584.71761	3.09E-13	6.74E-14
21627.90698	1.96E-13	5.59E-14
22063.46751	2.57E-13	1.83E-14
22079.9557	2.11E-13	3.14E-14
22443.27662	3.11E-13	1.40E-14
22728.43224	3.51E-13	6.17E-14
22745.43189	3.29E-13	9.99E-14
28384.09827	2.25E-13	1.01E-14
28405.31561	1.99E-13	4.38E-14
33441.51116	1.87E-13	3.00E-14
33471.7608	1.80E-13	5.30E-14
36643.97842	1.61E-13	2.95E-14
36683.27796	1.56E-13	4.86E-14
37908.72604	1.34E-13	3.69E-14
37937.07087	1.27E-13	4.10E-14
41251.54818	1.38E-13	6.20E-15
41282.39203	1.31E-13	6.02E-15
41381.02747	1.54E-13	9.60E-15
41411.96013	1.41E-13	1.82E-14
48504.70711	1.10E-13	1.06E-14
48532.66888	1.16E-13	1.17E-14
48638.05859	1.26E-13	1.31E-14
48671.09635	1.23E-13	1.96E-14
49106.61683	1.73E-13	2.79E-14
54716.57479	1.15E-13	9.16E-15
54757.47508	9.23E-14	2.23E-14
55085.0685	9.60E-14	1.32E-14
55126.24585	7.30E-14	1.51E-14
61123.93062	8.04E-14	2.38E-14
61169.62901	7.66E-14	2.68E-14
64128.15138	6.65E-14	3.58E-15
64167.97278	7.64E-14	2.08E-15
64215.94684	7.25E-14	2.00E-15
64267.57407	8.61E-14	3.88E-15
64315.61462	7.76E-14	9.65E-15
73222.67939	7.78E-14	6.85E-15
73283.49945	8.17E-14	7.52E-15
73496.8399	7.85E-14	8.22E-15
73560.35437	7.61E-14	1.23E-14
87213.87667	4.91E-14	3.49E-15
87363.26666	5.90E-14	2.14E-15
87428.57143	5.60E-14	2.06E-15
87462.86796	5.90E-14	4.70E-15
87528.2392	5.27E-14	7.63E-15
97794.84704	5.74E-14	5.53E-15
97868.21705	6.03E-14	6.11E-15
98214.23853	7.10E-14	6.84E-15
98283.49945	6.86E-14	1.07E-14
109189.0248	6.98E-14	8.44E-15
109270.6534	6.61E-14	8.52E-15
122471.5638	5.14E-14	5.80E-15
122563.6766	5.40E-14	6.46E-15
123657.8398	4.78E-14	6.16E-15
123754.1528	4.58E-14	8.43E-15
132183.3712	6.22E-14	1.05E-14
132282.1705	5.92E-14	1.09E-14
141665.9786	3.86E-14	3.40E-15
141777.4086	3.68E-14	5.61E-15
141933.2074	4.16E-14	2.95E-15
142026.5781	4.37E-14	3.22E-15
145297.5417	3.90E-14	4.08E-15
145404.2082	4.09E-14	4.52E-15
146277.9703	4.16E-14	5.03E-15
146400.8859	3.97E-14	7.06E-15
169294.5459	3.69E-14	4.16E-15
169347.3941	3.37E-14	3.52E-15
169435.2159	3.51E-14	6.02E-15
169462.9014	3.53E-14	3.90E-15
183500.6975	2.72E-14	2.40E-15
183637.8738	2.58E-14	2.38E-15
879487.9177	2.67E-15	1.90E-16
879858.6439	2.39E-15	1.90E-16
880398.6711	2.14E-15	3.43E-16
881506.0908	2.50E-15	9.22E-16
