Time (s)     Err_Time (s)     Flux (erg/cm^2/s/A)    Err_Flux (erg/cm^2/s/A)
           1150.3000               0.0010    6.0813470465005687e-15    5.0410148644119738e-16
           1164.1000               0.0010    4.6989387760027487e-15    3.8950942999417012e-16
           1178.3000               0.0010    5.1050474963629426e-15    4.2317302590884658e-16
           1200.6000               0.0010    5.7016399362522237e-15    1.5754213362269047e-16
           1214.7000               0.0010    5.3951035839664263e-15    4.4721666357566470e-16
           1229.1000               0.0010    5.0582441388970446e-15    5.1246965272540319e-16
           1240.8000               0.0010    5.3169403407261653e-15    6.3401368511867983e-16
           1243.7000               0.0010    5.2966318444849447e-15    4.3905403942915601e-16
           1256.6000               0.0010    4.6023557596428607e-15    6.5401313109610732e-16
           1265.8000               0.0010    4.7862985715437345e-15    3.0858407305198124e-16
           1295.3000               0.0010    4.6131734764512612e-15    3.8240008157869723e-16
           1324.6000               0.0010    4.4055464650185041e-15    4.0576582505671915e-16
           1354.0000               0.0010    4.5708796471726167e-15    2.5259614433718226e-16
           1375.8000               0.0010    4.2758039671312007e-15    4.8037148274672018e-16
           1383.3000               0.0010    4.1304729813797782e-15    1.9021531045831479e-16
           1412.4000               0.0010    4.6131734764512612e-15    2.5493338771913147e-16
           1441.3000               0.0010    3.8018920821529398e-15    2.1010032100318558e-16
           1470.2000               0.0010    4.6131734764512612e-15    3.8240008157869723e-16
           1499.4000               0.0010    3.9810697385629343e-15    2.9333605897075313e-16
           1528.5000               0.0010    3.9445710712726605e-15    2.1798505333295966e-16
           1529.6000               0.0010    3.6088612478472260e-15    5.2548871730264743e-16
           1537.8000               0.0010    3.6866082015837034e-15    3.7243090116693670e-16
           1557.7000               0.0010    3.7324997302130878e-15    2.4064315090211488e-16
           1586.8000               0.0010    3.3728714117836970e-15    1.8639176257652539e-16
           1702.8000               0.0010    3.1315675479096785e-15    3.5325009588094553e-16
           1747.3500               0.0010    2.8840300643276953e-15    7.9688695681619241e-17
           1844.6000               0.0010    2.8161889051665198e-15    4.1728284605066489e-16
           1899.0000               0.0010    2.5841027761244201e-15    3.2268265013774484e-16
           2039.2500               0.0010    2.3334568907888511e-15    4.2983864455564101e-17
           2116.8000               0.0010    2.1896796465896531e-15    2.2553793336063777e-16
           2125.6000               0.0010    2.1573001886867400e-15    3.3177334038653702e-16
           2330.5500               0.0010    1.8879903952871009e-15    5.2167102528081997e-17
           2343.0000               0.0010    1.8444266150007507e-15    1.9706114546304016e-16
           2547.0000               0.0010    1.7564418654519736e-15    2.2328999376881865e-16
           2621.7000               0.0010    1.5848923876436220e-15    8.7584390141570318e-17
           2704.8000               0.0010    1.5990166264147078e-15    1.6663642426140833e-16
           2869.8000               0.0010    1.4353617830359057e-15    1.6499970645228410e-16
           2954.0000               0.0010    1.2705734558189008e-15    7.0214484040407142e-17
           3067.8000               0.0010    1.4602962801884782e-15    1.9470110392122479e-16
           3285.7000               0.0010    1.1587767623143732e-15    7.4709098842871781e-17
           3286.8000               0.0010    1.2546753853840145e-15    1.2450707377297494e-16
           3514.2000               0.0010    1.1066945650412056e-15    1.1993692153825539e-16
           3577.1000               0.0010    1.0471280098461765e-15    7.7155243142523435e-17
           3771.0000               0.0010    1.0885825719178652e-15    1.5280853568415291e-16
           3872.5500               0.0010    1.0092523667852922e-15    7.4364462624703785e-17
           4119.0000               0.0010    9.8448743220399574e-16    1.1063966761051561e-16
           4168.9000               0.0010    8.3945955228740763e-16    3.8658541061853648e-17
           4235.0000               0.0010    9.1267000134843377e-16    1.2900127096832200e-16
           4278.8000               0.0010    6.7514425106587216e-16    1.5676512072817087e-16
           4332.8000               0.0010    7.9957825559244892e-16    9.9260482472482014e-17
           4405.2000               0.0010    7.8469588458242808e-16    1.2053939824148452e-16
           4460.9500               0.0010    7.7268018445263361e-16    5.6933180033652673e-17
           4479.0000               0.0010    8.0074046341177420e-16    9.0606562773623749e-17
           4552.2000               0.0010    7.1525511838893097e-16    8.3641827043923672e-17
           4644.0000               0.0010    7.8469588458242808e-16    1.5668390034160147e-16
           4741.8000               0.0010    7.2540905833597479e-16    8.2351266587550552e-17
           4752.7000               0.0010    7.6559620983622720e-16    4.9359811807190262e-17
           4849.2000               0.0010    6.5790164723581453e-16    7.7094412716830998e-17
           4984.8000               0.0010    7.0951204765393239e-16    1.3212078143135591e-16
           5047.7000               0.0010    6.1944075184966024e-16    7.9873642382697359e-17
           5146.2000               0.0010    6.4546540990213643e-16    7.3559361783073999e-17
           5311.2000               0.0010    5.7234905865717680e-16    6.3187527489120313e-17
           5343.6000               0.0010    8.1658194862441186e-16    7.5209976955405064e-17
           5508.0000               0.0010    6.3085300120305492e-16    1.0939894104542076e-16
           5635.2500               0.0010    5.5975730856603196e-16    6.1866664109521439e-17
           5727.0000               0.0010    5.2499428081496421e-16    6.0240405555008594e-17
           5926.2500               0.0010    4.4055463138589582e-16    4.0576581113441044e-17
           5953.8000               0.0010    4.7093500336051475e-16    5.5645888268092481e-17
           5983.1000               0.0010    6.0156557180953809e-16    9.9500791659079595e-17
           6153.0000               0.0010    5.0717165330704170e-16    9.1781410322036788e-17
           6217.3500               0.0010    3.4994498144766223e-16    6.1239135479155081e-17
           6312.0000               0.0010    4.8859404766974677e-16    5.3204425536782682e-17
           6475.8000               0.0010    4.2127042503493067e-16    4.9916102660994559e-17
           6508.6000               0.0010    2.4888559857688491e-16    4.5846421574791370e-17
           6670.8000               0.0010    4.3605630571718910e-16    7.0910025994974283e-17
           6800.6000               0.0010    3.9445709359297288e-16    3.9963925073166019e-17
           6895.8000               0.0010    3.9740174567331530e-16    4.3605153624463651e-17
           7090.9500               0.0010    3.4673666652566236e-16    5.1097003538555909e-17
           7122.0000               0.0010    3.3710172078452580e-16    4.2651589317519210e-17
           7211.6000               0.0010    4.5382390805468669e-16    7.6815271350995862e-17
           7378.8000               0.0010    3.3615793670670624e-16    6.1459018649568968e-17
           7381.5500               0.0010    4.2072640642222701e-16    5.8125501154263647e-17
           7657.2000               0.0010    3.2033985090989881e-16    5.0873461894284488e-17
           7673.3000               0.0010    2.8575890193275565e-16    5.7902608579349369e-17
           7965.6000               0.0010    2.5351272739069623e-16    5.3703585732299311e-17
           8265.6500               0.0010    2.9922630427880034e-16    6.3387450604917360e-17
           8565.5000               0.0010    3.9084068916783401e-16    5.0396860945912075e-17
           8857.6500               0.0010    3.1045579361989641e-16    5.1469263583017502e-17
           8883.0000               0.0010    3.0627177029348803e-16    3.9781376350461154e-17
           9148.8000               0.0010    2.1478293194834873e-16    4.3520926046450180e-17
           9205.2000               0.0010    2.7996192320239619e-16    3.4582120045134553e-17
           9439.9000               0.0010    2.4434292438308613e-16    5.6262037579405054e-17
           9731.5500               0.0010    2.5585845181134643e-16    4.0061238317707894e-17
           9832.2000               0.0010    2.3285746598858196e-16    5.1017560451764367e-17
          10023.7000               0.0010    2.2698636335017761e-16    3.5540568359829510e-17
          10319.6500               0.0010    2.2080035469320279e-16    5.6942099841109397e-17
          10543.8000               0.0010    2.0659783508107216e-16    3.5629559003266029e-17
          10614.9500               0.0010    2.3988316333873731e-16    6.6282167578239095e-17
          10906.1000               0.0010    1.6904400168510533e-16    5.6050300613885161e-17
          11196.9000               0.0010    2.2284339525145490e-16    3.6944343393295997e-17
          11656.2000               0.0010    1.7596543410151848e-16    2.5268322106267078e-17
          11779.6000               0.0010    1.0764646238550406e-16    4.6598646289230779e-17
          11979.0000               0.0010    1.6642837197635790e-16    2.2640095158762329e-17
          12071.8000               0.0010    1.7864866095547474e-16    5.2653279230418884e-17
          12363.1000               0.0010    3.4040800903773737e-16    4.3893830841606035e-17
          12375.0000               0.0010    1.7236781052515272e-16    2.2736335763869124e-17
          12578.1000               0.0010    2.2039643568256172e-16    3.9752336914040791e-17
          12622.8000               0.0010    1.7082654805284160e-16    2.2538473251669900e-17
          12946.2000               0.0010    1.4588134676258677e-16    5.9119141790446209e-17
          13240.2000               0.0010    1.4792492716610446e-16    3.1958758591885984e-17
          13704.2000               0.0010    2.0137231653745732e-16    2.9675321256859688e-17
          14599.1500               0.0010    1.6292951500420015e-16    2.8512089533672894e-17
          14715.0000               0.0010    1.5144542707829558e-16    3.1261345923503598e-17
          15109.8000               0.0010    1.0079220857403953e-16    1.4620186834866015e-17
          15433.2000               0.0010    1.0079220857403953e-16    1.3850787404445398e-17
          15976.8000               0.0010    8.7095508819253589e-17    1.2895754719317562e-17
          16692.0000               0.0010    9.7308451468143859e-17    2.3108718413267007e-17
          18025.8000               0.0010    1.0207866031516236e-16    2.5571053306139924e-17
          18380.1000               0.0010    1.1685286437927826e-16    2.4350082919909271e-17
          18745.2000               0.0010    8.2166305571622022e-17    1.3255997408269944e-17
          19312.2000               0.0010    6.9578675816530959e-17    1.6890703965434291e-17
          20026.8000               0.0010    5.7147516008015727e-17    1.7717714128537737e-17
          24182.1000               0.0010    7.4081225759918611e-17    1.9518573045031699e-17
          54274.8000               0.0010    8.9762501290979610e-18    9.5740193212970047e-19
          75566.0000               0.0010    7.1634287322021064e-18    2.1498245002637834e-18
          75566.0000               0.0010    5.8851528007741505e-18    1.1806282554887886e-18
         125446.6000               0.0010    1.1032210690949128e-17    5.1659456732562485e-18
         149808.0000               0.0010    1.2782709915507493e-18    5.9215473206659081e-19
         199635.6000               0.0010    7.9493962424772461e-18    2.7764560909087414e-18
