time_sec	flux_R	flux_err_R	band	source
52704	1.86e-13	1.06e-14	R	Li_Liang
53049.6	1.79e-13	1.01e-14	R	Li_Liang
53308.8	1.88e-13	1.04e-14	R	Li_Liang
53568	1.69e-13	1.04e-14	R	Li_Liang
53827.2	1.54e-13	1.01e-14	R	Li_Liang
54086.4	1.71e-13	9.6e-15	R	Li_Liang
54345.6	1.65e-13	7.92e-15	R	Li_Liang
54604.8	1.46e-13	9.79e-15	R	Li_Liang
54864	1.62e-13	9.39e-15	R	Li_Liang
55123.2	1.51e-13	7.95e-15	R	Li_Liang
55382.4	1.61e-13	9.92e-15	R	Li_Liang
55641.6	1.57e-13	6.92e-15	R	Li_Liang
55900.8	1.48e-13	1.09e-14	R	Li_Liang
56160	1.43e-13	7e-15	R	Li_Liang
56160	1.66e-13	2.6e-15	R	Li_Liang
56419.2	1.65e-13	5.63e-15	R	Li_Liang
56505.6	1.66e-13	2.45e-15	R	Li_Liang
56678.4	1.61e-13	6.51e-15	R	Li_Liang
56764.8	1.6e-13	2.65e-15	R	Li_Liang
56937.6	1.44e-13	7.18e-15	R	Li_Liang
57196.8	1.59e-13	6.88e-15	R	Li_Liang
57456	1.42e-13	2.23e-15	R	Li_Liang
57456	1.44e-13	7.42e-15	R	Li_Liang
57715.2	1.42e-13	2.35e-15	R	Li_Liang
57715.2	1.39e-13	8.930000000000001e-15	R	Li_Liang
57974.4	1.53e-13	9.73e-15	R	Li_Liang
58060.8	1.4e-13	2.5800000000000005e-15	R	Li_Liang
58233.6	1.75e-13	1.1000000000000002e-14	R	Li_Liang
58492.8	1.66e-13	1.5e-14	R	Li_Liang
58752	1.44e-13	1.45e-14	R	Li_Liang
59011.2	1.31e-13	2.2699999999999997e-14	R	Li_Liang
63936	1.39e-13	3.45e-15	R	Li_Liang
64195.2	1.42e-13	3.67e-15	R	Li_Liang
64540.8	1.4e-13	3.73e-15	R	Li_Liang
125798.4	3.96e-14	1.4600000000000003e-15	R	Li_Liang
126230.4	3.58e-14	3.96e-15	R	Li_Liang
126835.2	3.7e-14	1.36e-15	R	Li_Liang
127958.4	3.77e-14	1.3900000000000001e-15	R	Li_Liang
128995.2	3.23e-14	1.78e-15	R	Li_Liang
135302.4	3.64e-14	2.35e-15	R	Li_Liang
136080	3.7e-14	1.98e-15	R	Li_Liang
137721.6	3.15e-14	6.96e-16	R	Li_Liang
155520	2.38e-14	5.05e-16	R	Li_Liang
