KAIT        279.0 clear   20.0      18.094 0.087        188.8     14.5   
KAIT        370.0 clear   20.0      18.413 0.114        140.7     14.0   
KAIT        466.0 clear   20.0      18.883 0.168         91.28    13.09  
KAIT        557.0 clear   20.0      19.358 0.270         58.93    12.98  
KAIT        741.5 clear  207.0      19.773 0.216         40.21     7.25  
KAIT       1156.0 clear  480.0      19.648 0.154         45.12     5.97  
KAIT       1687.0 clear  438.0      20.080 0.227         30.31     5.72  
KAIT       2237.5 clear  585.0      20.488 0.293         20.81     4.92  
KAIT       3241.5 clear  615.0      20.262 0.236         25.63     5.01  
KAIT       4105.0 clear 1034.0      21.361 0.501          9.315    3.443 
KAIT       4914.5 clear  507.0      21.53             7.994          
KAIT       7192.5 clear 3793.0      21.97             5.330          
KAIT        158.0 I       20.0      16.582 0.094    587.2     48.7   
KAIT        250.0 I       20.0      17.322 0.170    297.0     43.0   
KAIT        341.0 I       20.0      17.995 0.332    159.8     42.1   
KAIT        436.0 I       20.0      17.929 0.308    169.8     41.9   
KAIT        527.0 I       20.0      18.439 0.487    106.2     38.4   
KAIT        712.0 I      206.0      18.926 0.456     67.79    23.25  
KAIT       1126.5 I      481.0      19.529 0.567     38.90    15.83  
KAIT       1957.0 I     1038.0      19.628 0.417     35.51    11.33  
KAIT       3778.0 I     1748.0      20.36            18.06           
KAIT       6137.5 I     1755.0      20.32            18.71           
KAIT        128.0 V       20.0      17.538 0.142    379.9     46.6   
KAIT        219.0 V       20.0      18.517 0.315    154.2     38.8   
KAIT        310.0 V       20.0      19.187 0.585     83.19    34.65  
KAIT        449.0 V      116.0      19.540 0.531     60.10    23.25  
KAIT        727.0 V      298.0      19.91            42.74           
KAIT       1187.0 V      480.0      20.06            37.23           
ROTSE        24.5 clear    5.0      14.920 0.040       3512.1    127.0   
ROTSE        31.4 clear    5.0      15.210 0.060       2688.8    144.6   
ROTSE        38.4 clear    5.0      15.200 0.050       2713.7    122.1   
ROTSE        45.3 clear    5.0      15.520 0.080       2021.0    143.6   
ROTSE        52.2 clear    5.0      15.590 0.080       1894.8    134.6   
ROTSE        59.1 clear    5.0      15.830 0.080       1519.0    107.9   
ROTSE        66.1 clear    5.0      15.700 0.080       1712.2    121.6   
ROTSE        73.0 clear    5.0      15.870 0.100       1464.1    128.8   
ROTSE        80.0 clear    5.0      16.060 0.120       1229.0    128.6   
ROTSE        87.0 clear    5.0      16.270 0.120       1012.9    106.0   
ROTSE       112.2 clear   20.0      16.540 0.080        789.9     56.1   
ROTSE       141.4 clear   20.0      16.810 0.110        616.0     59.3   
ROTSE       170.5 clear   20.0      17.190 0.120        434.1     45.4   
ROTSE       215.0 clear   49.3      17.660 0.170        281.6     40.8   
ROTSE       273.5 clear   49.3      17.980 0.190        209.7     33.7   
ROTSE       346.3 clear   78.4      18.350 0.180        149.1     22.8   
ROTSE       563.0 clear  337.0      19.130 0.210         72.71    12.79  
ROTSE      1082.3 clear  683.1      19.630 0.270         45.87    10.10  
ROTSE      1969.9 clear 1073.3      19.640 0.240         45.45     9.01  
ROTSE      3655.6 clear 2273.5      20.520 0.370         20.21     5.84  
SuperLOTIS   40.8 R                 15.060 0.059       3087.2    163.7   
SuperLOTIS   57.9 R                 15.412 0.077       2232.4    153.0   
SuperLOTIS   75.2 R                 15.596 0.092       1884.4    153.1   
SuperLOTIS   91.9 R                 15.961 0.097       1346.4    114.8   
SuperLOTIS  109.1 R                 16.267 0.118       1015.7    104.5   
SuperLOTIS  130.7 R                 16.508 0.146        813.5    102.4   
SuperLOTIS  157.9 R                 16.917 0.213        558.2     99.5   
SuperLOTIS  184.6 R                 17.326 0.296        383.0     91.3   
SuperLOTIS  211.2 R                 17.786 0.440        250.7     83.5   
SuperLOTIS  238.4 R                 17.920 0.490        221.6     80.5   
SuperLOTIS  285.0 R                 17.973 0.128        211.0     23.4   
SuperLOTIS  352.2 R                 18.159 0.152        177.8     23.2   
SuperLOTIS  418.9 R                 18.559 0.199        123.0     20.6   
SuperLOTIS  486.1 R                 18.400 0.192        142.4     23.1   
SuperLOTIS  586.3 R                 18.988 0.226         82.86    15.57  
SuperLOTIS  720.1 R                 19.295 0.301         62.45    15.10  
P60         234.8 R       60.0      17.524 0.014        319.1      4.1   
P60         320.3 R       60.0      18.122 0.020        184.0      3.4   
P60         577.6 R       60.0      19.115 0.050         73.72     3.32  
P60         748.9 R       60.0      19.566 0.066         48.66     2.87  
P60        1005.8 R       60.0      19.717 0.079         42.34     2.97  
P60        1262.8 R       60.0      19.837 0.091         37.91     3.05  
P60        1579.4 R      120.0      19.959 0.068         33.88     2.06  
P60        2161.9 R      120.0      20.053 0.078         31.07     2.15  
P60        2744.3 R      120.0      20.263 0.095         25.61     2.15  
P60         406.1 i       60.0      18.359 0.022        171.1      3.4   
P60         834.5 i       60.0      19.538 0.060         57.76     3.11  
P60        1091.4 i       60.0      19.621 0.067         53.51     3.20  
P60        1348.3 i       60.0      19.570 0.062         56.08     3.11  
P60        1725.0 i      120.0      19.892 0.055         41.69     2.06  
P60        2307.5 i      120.0      19.899 0.062         41.42     2.30  
P60        2889.9 i      120.0      20.280 0.086         29.16     2.22  
P60         491.8 z       60.0      18.694 0.092        127.3     10.3   
P60         920.0 z       60.0      19.725 0.222         49.25     9.11  
P60        1177.0 z       60.0      19.936 0.299         40.55     9.76  
P60        1433.8 z       60.0      19.880 0.248         42.69     8.72  
P60        1870.7 z      120.0      20.133 0.211         33.82     5.97  
UKIRT      2347.5 K      360.0      14.624 0.025        949.7     21.6   
UKIRT      2794.0 K      360.0      14.768 0.025        831.8     18.9   
UKIRT      3236.5 K      360.0      14.987 0.026        679.8     16.1   
UKIRT      4231.5 J      180.0      18.470 0.054         66.29     3.22  
UKIRT      4524.0 H      180.0      17.060 0.035        155.1      4.9   
UKIRT      4816.0 J      180.0      18.609 0.060         58.33     3.14  
UKIRT      5108.5 K      180.0      15.784 0.029        326.3      8.6   
UKIRT      5408.0 J      180.0      18.817 0.066         48.16     2.84  
UKIRT      5702.5 H      180.0      17.480 0.042        105.4      4.0   
UKIRT      6005.0 J      180.0      19.169 0.085         34.82     2.62  
UKIRT      6298.5 K      180.0      16.220 0.031        218.4      6.1   
UKIRT      6591.5 J      180.0      19.335 0.089         29.89     2.35  
UKIRT      6794.0 H      180.0      18.014 0.053         64.43     3.07  
UKIRT      7176.5 J      180.0      19.634 0.116         22.69     2.30  
UKIRT      7469.0 K      180.0      16.526 0.033        164.7      4.9   
